Type,Name,Address,Grade,District,AGA Division,PS/MC/UC
Restaurants,RATHNAGIRI RASAHALA,"NO80,PUTTALAM ROAD,KURUNEGALA",B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat
Restaurants,ROCK VIEW RESTAURANT,"PAHALA KADUGANNAWA,KADUGANNAWA",B,Kegalle,Kegalle,Mawanella Divisional Secretariat
Restaurants,RIVERSIDE PARK RESTAURANT,"REST HOUSE ROAD,HANWELLA",A,Colombo,Colombo,Hanwella
Restaurants,RANMUTHU CHINESE RESTAURANT,"NO. 288/5, AVISAWELLA ROAD, MEGOA, KOLONNAWA, WELLAMPITIYA",A,Colombo,Kotikawatta Mulleriyawa Pradeshiya Sabha,Kolonnawa Divisional Secretariat
Restaurants,HASARA RESTAURANT,"NO270,DADALLA,GALLE",A,Galle,Galle,Galle Divisional Secretariat
Restaurants,PLANET CUZENE,"NO. 143 3/2, MOUNT CITY, GALLE ROAD, MOUNT LAVINIA",A,Colombo,Colombo,Mount Lavinia
Restaurants,THE PUBLIC HOUSE HOTEL & RESTAURANT,"NO. 255, KANDY ROAD, WARAKAPOLA",A,Kegalle,Kegalle,Warakapola Divisional Secretariat
Restaurants,THE PAN RESTAURANT,"NO.107,OLD NEGOMBO ROAD,WATTALA",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
Restaurants,SEVEN ELEVEN RESTAURANT & BAR,"1ST FLOOR,CAPITAL MALL,531MADIWELA RD,THALAWATHUGODA",A,Colombo,Mahara Pradeshiya Sabha,Maharagama Divisional Secretariat
Restaurants,THE MANGO TREE,"NO.82,DHARMAPALA MAWATHA,COLOMBO-03",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,BAYLEAF RESTAURANT,"NO.79, GEGARYS ROAD, COLOMBO 07",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,PRIYANTHA CHINESE RESTAURANT,"NO. 05, NEW BAY ROAD, AKURESSA",A,Matara,Akuressa Pradeshiya Sabha,Akuressa Divisional Secretariat
Restaurants,PRIYANGANI RESTAURANT,"NO. 16A, SIDE STREET, HATTON",A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat
Restaurants,THANU RESTAURANT,"KATHIOLLOI,INUVIL EAST,INUVIL.",A,Jaffna,Jaffna,Jaffna Divisional Secretariat
Restaurants,PRIMA TASTE MANAGED BY UPALI,"NO. 50, SRI JAYAWARDENAPURA MAWATHA, RAJAGIRIYA.",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Restaurants,SADRA RESTAURANT,"NO.172/6,KANDY ROAD,KADAWATHA",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SAVANNAH RESTAURANT,"NO. 385/A/1/1, NEGOMBO ROAD, WATTALA",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
Restaurants,SAKURA RESTAURANT,"NO. 14, RHEINLAND PLACE,COLOMBO 03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,SAKURA RESTAURANT,"NO. 01, OLD ROAD, AGALAWATHTHA",A,Kalutara,Agalawatta Pradeshiya Sabha,Agalawatta Divisional Secretariat
Restaurants,SAKILA RESTAURANT,"NO. 189, KOLONNAWA ROAD, DEMATAGODA, COLOMBO 09.",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,SALIKA INN,"NO. 118, COLOMBO ROAD, KEGALLE",A,Kegalle,Kegalle,Kegalle Divisional Secretariat
Restaurants,SAMANALA PARADISE RESTAURANT,"NO. 293, KANDY ROAD, GALA JUNCTION, KELANIYA",A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat
Restaurants,SAMANALA RESTAURANT (KOTTE),"NO. 327, MADIWELA, KOTTE",A,Colombo,Maharagama,Maharagama Divisional Secretariat
Restaurants,SAMANALA RESTAURANT (KIRIBATHGODA),"NO. 12, KANDY ROAD, KIRIBATHGODA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat
Restaurants,SAMANMAL CHINESE RESTAURANT,"NO. 64, UDYANA ROAD, MATARA",A,Matara,Matara,Matara Divisional Secretariat
Restaurants,SEA FISH RESTAURANT,"NO. 15, SRI CHITTAMPALAM A GARDENER MAWATHA, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SEA LION RESTAURANT,"NO. 25, KANDY ROAD, KIRIBATHGODA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat
Restaurants,HOLLYWOOD COLOMBO,"NO. 70, HAVLOCK ROAD, COLOMBO 05",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,BROADWAY RESTAURANT,"NO. 03 1/1, STATION ROAD, DEHIWALA.",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Restaurants,PUBS AND PLACES - HOMAGAMA,"NO. 81 1/1, STATION ROAD, HOMAGAMA",A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat
Restaurants,SHANGHAI CHINESE RESTAURANT,"NO. 90, GALLE ROAD, MOUNT LAVINIA",B,Colombo,Colombo,Mount Lavinia
Restaurants,HOTEL 198,"NO. 198, PORUTHOTA ROAD,PALANGATHURE, KOCHCHIKADE",B,Gampaha,Negombo,Negombo Divisional Secretariat
Restaurants,SHAN RESTAURANT,"MARASSANA ROAD, KANDAKULA, THALATHUOYA",A,Kandy,Kandy,Pathadumbara Divisional Secretariat
Restaurants,SENEK VIN RESTAURANT,"NO. 13, GALLE ROAD, AMBALANGODA",A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat
Restaurants,SANHINDA LEISURE CENTER,"NO. 247/6, STANLEY THILAKARATHNA MAWATHA, NUGEGODA",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SANJEEWA RESTAURANT,"NO. 273B, MUDUNPITAKANDA, KIRINDIWELA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat
Restaurants,SANORA RESTAURANT,"NO. 668, PANNIPITIYA ROAD, THALAWATUGODA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,SANSUCHI CAFE,"NO. 189/1, NEW KANDY ROAD, WELIWERIYA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat
Restaurants,SAPHIRE KAROKE RESTAURANT,"NO. 20/3, ABDUL GAFFOR MAWATHA, COLOMBO 03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,SOPRANOS,"NO. 29, MAITLAND CRESCENT COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SOLIS TOURIST RESTAURANT,"NO. 533 A, NAWALA ROAD, RAJAGIRIYA",A,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
Restaurants,SINTHAO CHINESE RESTAURANT,"NO. 8/1/2/2, DEHIWALA ROAD, MAHARAGAMA",A,Colombo,Maharagama,Maharagama Divisional Secretariat
Restaurants,SILVER SPOON RESTAURANT,"NO. 953, THALANGAMA SOUTH, BATTARAMULLA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,SHINSHIO CHINESE RESTAURANT,"NO. 159, DUTUGAMUNU STREET, KOHUWELA, NUGEGODA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Restaurants,SHERRY LAND RESTAURANT,"NO. 74, PORUTOTA ROAD, ETTUKALA, NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
Restaurants,XILATION CHINESE RESTAURANT,"NO. 126, HAVELOCK ROAD, COLOMBO 05",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SPOON & PAN RESTAURANT,"NO. 673/1, KANDY ROAD, PELIYAGODA, PATTIYA JUNCTION-KELANIYA",A,Gampaha,Peliyagoda,Kelaniya Divisional Secretariat
Restaurants,SRI JAYA SADA NIKETHANAYA,"MEEGAHAPELASSA, WELIPENNAGAHAMULA",A,Kurunegala,Udubaddawa Pradeshiya Sabha,Udubaddawa Divisional Secretariat
Restaurants,SUMIHIRI ARUNALOKA HOTEL & RESTAURANT,"NO. 504 1/1, AMBALANGODA ROAD, KURUNDUGAHA HETHEKMA, ELPITIYA",A,Galle,Galle,Elpitiya Divisional Secretariat
Restaurants,PIER 3 FLOATING RESTAURANT,"NO. 38/F, D.R. WIJEWARDANA MAWATHA, COLOMBO 10",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,PARADISE CAFE & RESTAURANT,"NO. 68, ANURADHAPURA ROAD, THAMBUTTEGAMA",A,Anuradhapura,Anuradhapura,Anuradhapura East
Restaurants,ROYAL PALACE RESTAURANT,"NO. 14, SENANAYAKA MAWATHA, RATNAPURA",A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat
Restaurants,PENINSULA HOLIDAY RESTAURANT,"NO. 281, KANDY ROAD, JAFFNA",A,Jaffna,Jaffna,Jaffna Divisional Secretariat
Restaurants,PANORAMA RESTAURANT (KOTTAWA),"NO. 138 1/1, HIGHLEVEL ROAD, KOTTAWA",A,Colombo,Colombo,Maharagama Divisional Secretariat
Restaurants,SIYANA AWANHALA,"NO. 133B, DISSAWATTA, HANWELLA",A,Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat
Restaurants,PARK STREET CAFE,"NO. 50/1, PARK STREET, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,ELEPHANT BAY RESTAURANT,"PINNAWALAWATTA, PINNAWALA",A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat
Restaurants,UNITED RESTAURANT,"NO. 193/1, KALAPALUWAWA, RAJAGIRIYA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,VAENI SEA RESTAURANT AND BAR,"NO. 25, BRASS FOUNDER STREET, COLOMBO 13",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,W.H. RESTAURANT,"NO. 18, SAMARAWEERA PLACE, WELIGAMA",A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat
Restaurants,WEST INN CHINESE RESTAURANT,"NO. 192, DAM STREET, COLOMBO 12",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,WINTER RESTAURANT,"NO. 19 , UNION PLACE, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,CHANVEL RESTAURANT (BATTARAMULLA),"NO. 181/1, MAIN STREET, BATTARAMULLA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,LOTUS LEAF RESTAURANT,"NO. 466, UNION PLACE, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,LUXMI RESTAURANT,"NO. 15, RAILWAY STATION ROAD, CHUNNAKAM",A,Jaffna,Jaffna,Jaffna Divisional Secretariat
Restaurants,LYONS,"NO. 27, PERADENIYA ROAD, KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat
Restaurants,RODEO PUB N RESTURANT,"NO: 35,PORUTHOTA ROAD ,ETTUKALA,NEGOMBO",B,Gampaha,Negombo,Negombo Divisional Secretariat
Restaurants,ROYAL PARK RESTAURANT,"NO: 115,LAKE DRIVE, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Restaurants,LAGOON BREEZE FOOD COURT,"NO. 664, LIYANEGEMULLA, SEEDUWA",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,LANKA HANAJIMA RESTAURANT,"NO. 671, PIYADIGAMA, AHANGAMA",A,Galle,Galle,Galle Divisional Secretariat
Restaurants,LAVINIA BREEZE,"NO. 43/7, DE ALWIS AVENUE, OFF DE SERAM ROAD, MOUNT LAVINIA",A,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat
Restaurants,ROYAL RESTAURANT,"102/17,MATTEGODA WATTA.MATTEGODA",A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat
Restaurants,LEISUREWORLD WATER PARK,"SEETHAWAKA, KALUAGGALA",A,Colombo,Seethawaka Pradeshiya Sabha,Hanwella
Restaurants,LETONA CAFE,"NO. 252/4,KANDY ROAD, YAKKALA.",A,Gampaha,Gampaha,Gampaha Divisional Secretariat
Restaurants,RUKMALI AVANHALA,"POLONNARUWA RD, MORAGASWEWA, HABARANA",B,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat
Restaurants,ROYAL HOST RESTAURANT,"NO 242,HIGHLEVEL ROAD,NUGEGODA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Restaurants,ROYAL GARDEN,"NO. 903/18, WILLIAM GOPALLAWA MAWATHA, KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat
Restaurants,SEMONDU,"SHOPPING PRESINT, SHOP NO. 2&3, BANK OF CEYLON MAWATHA, COLOMBO 01",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,WIP RESTAURANT,"HOTEL DEVELOPERS (LANKA) PLC, SHOPS NO. 01, OLD DUTCH HOSPITAL BUILDING, BANK OF CEYLON MAWATHA, COLOMBO 01",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,ROYAL RESTAURANT (PADAVI),"NEW TOWN,PADAVI ,SIRIPURA",A,Anuradhapura,Anuradhapura,Anuradhapura East
Restaurants,AYESHA RESTAURANT AND PUB,"GALLE ROAD,KALUWAMODARA,ALUTHGAMA",A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat
Restaurants,THE SIZZLE RESTAURANT,"32,WALUKARAMA ROAD,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,GIHANS FAMILY RESTUARANT,"NO.90,S.DE.S.JAYASINGHA MAWATHA,KOHUWALA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Restaurants,GOOD FOOD RESTAURANT,"NO 310,MODERA STREET, COLOMBO 15",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,GIRES RESTAURANT,"40, KANDY ROAD,GAMPOLA",B,Kandy,Gampola,Gampola Divisional Secretariat
Restaurants,INOKA CHINEES RESTAURANT,"719,ALUTH MAWATHA ROAD, COLOMBO 15",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,ICELAND RESIDENCIES RESTAURANT,"NO.49/16, GALLE ROAD, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,LA - TRATTORIA,"NO.80,PANNIPITIYA ROAD, BATTARAMULLA",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,FH HOLDINGS,"418,FIRST FLOOR,GALLE ROAD, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,OTEL RESTAURANT,"129/4, ORUTOTA ROAD,MUDUNGODA, GAMPAHA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat
Restaurants,CO-OPERTIVE RESTAURANT,"130,GALLE ROAD, HIKKADUWA",B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat
Restaurants,HILDON HOUSE,"49, MADAMPITIYA ROAD, COLOMBO 15",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,NATURE VILLAGE AND RESTATURANT,"323/11, PAHALA BOMIRIYA, KADUWELA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,B.H. RESTAURANT,"N0. 464, DEANS ROAD, COLOMBO 10",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,STAR HOTEL,"NO.7, SEA STREET, COLOMBO 11",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SAWADA LIVING CREATION,"284/1B,MAHARAGAMA ROAD,BORALESGAMUWA",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,CLUB CONCEPT RESTAURANT,"RANDENIYA, HIRIWADUNNA, KEGALLE",A,Kegalle,Kegalle,Kegalle Divisional Secretariat
Restaurants,GIMHAN RESTAURANT,"NO. 259/1/1, DANISTER DE SILVA MAWATHA, COLOMBO 09",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,GREEN VIEW HOTEL,"NO. 06, SIRIPURA WATTA, DAMBULLA ROAD, MALSIRIPURA",A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat
Restaurants,HAWAI RESTAURANT & PUB,"NO. 240/32/31 A, DENZIL KOBBEKADUWA MW, KOSWATTA, BATTARAMULLA",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,HOTEL FRANCIS,"NO. 389, GALLE ROAD, HIKKADUWA",A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat
Restaurants,KENT RESTAURANT,"NO.270/2,KADUWELA ROAD,THALANGAMA NORTH,KOSWATTA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,MANGOS,"STALL NO. 1, CRESCAT BOULEVARD, GALLE ROAD, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,MAHARAJA PALACE RESTAURANT,"NO. 1/A, RAJAKEEYA MAWATHA, COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,RAJEEI RESTAURANT,"RAMALINGAM ROAD, THIRUNELVELLY, JAFFNA",A,Jaffna,Jaffna,Jaffna Divisional Secretariat
Restaurants,RALIDIYA RESTAURANT,"PINNAWALA, RAMBUKKANA",A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat
Restaurants,NEW RANRO RESTAURANT,"NO. 462, COLOMBO ROAD, PILIMATALAWA",A,Kandy,Kandy,Yatinuwara Divisional Secretariat
Restaurants,RANVIYANA RESTAURANT,"NO. 319/A/01, HIGHLEVEL ROAD, GALAGEDERA, PADUKKA",A,Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat
Restaurants,NEW RANSILU RESTAURANT,"NO. 436/73, ELVITIGALA MAWATHA, COLOMBO 05",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,RHYTHM & BLUES,"NO. 19/1A, DAISY VILLA AVENUE.,DUPLICATION ROAD,COLOMBO 04",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,THE DEN,"NO.418/1/1,1ST FLOOR,GALLE ROAD,COLOMBO 03.",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,THE WHITE ROSE TOURIST RESTAURANT,"PORUTOTA ROAD, ETTUKALA, NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
Restaurants,TIVERTON CHINESE RESTAURANT,"NO. 225, COLOMBO STREET, KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat
Restaurants,THE PAVILION,"NO. 100/10, INDEPENDENCE AVENUE,COLOMBO-07",B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,THE STATION S.U.N,"NO. 41/1, WASALA RD, DEHIWALA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Restaurants,PUBS AND PLACES-NAWALA,"NO. 277/3/1,STANLEY THILAKARATHNE MAWATHA,NUGEGODA.",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SHANGHAI TERRACE,"811, KOTTE ROAD, ETHUL KOTTE",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,GOLDEN MERMAID HOTELS,"359,GALLE ROAD,WARAHENA ,BENTOTA",A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Restaurants,AMBEPUSSA AVANHALA,"AMBEPUSSA,WARAKAPOLA",A,Kegalle,Kegalle,Warakapola Divisional Secretariat
Restaurants,ARPICO FOOD COURT,"679,PERADENIYA RD,KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat
Restaurants,PUBS AND PLACES (DIYAWANNA),"NO 117,BUTHGAMUWA ROAD,KOTUWEGODA.",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SUPIPI LANKA RESTAURANT & PUB,"765/B, THORANA JUNCTION, KANDY ROAD, KALANIYA",B,Gampaha,Peliyagoda,Mahara Divisional Secretariat
Restaurants,QBAA,"02,DE FONSEKA ROAD, COLOMBO - 05",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,PUBS AND PLACES (COLOMBO),"43-2/1, MAITLAND CRESCENT,COLOMBO 07.",A,Colombo,Colombo,Thirukkovil Divisional Secretariat
Restaurants,OAK RAY RESTAURANT.,"NO 09, 2ND RAJASINGHE MAWATHA, GATABE, KANDY.",A,Kandy,Kandy,Kandy Divisional Secretariat
Restaurants,S.K RESTURANT,"URUTHIRAPURAM,PERIYAPARANTHAN,KILINOCHCHI.",A,Kilinochchi,Karachchi,Karachchi
Restaurants,BEEHIVE BY RNR,"MS 04,RACE COURSE,REID AVENUE,COLOMBO 07.",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SENSASIA,"NO 96/A/3,PERALANDA,RAGAMA",B,Gampaha,Gampaha,Ja-Ela Divisional Secretariat
Restaurants,SARAVA VILLAGE,"NO. 609, GALLE ROAD, NARIGAMA, HIKKADUWA",B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat
Restaurants,CLEOPATRA RESTAURANT,"NO. 250 B1, R.A.DE MEL MAWATHA, COLOMBO 03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,41 SUGAR,"NO. 41 1/2, MAITLAND CRESCENT, COLOMBO 07.",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,NIPUNA RESTAURANT (ALAWWA),"NO. 372, COLOMBO ROAD, KAPUWARALA, ALAWWA",A,Kurunegala,Alawwa Pradeshiya Sabha,Alawwa Divisional Secretariat
Restaurants,SOVEREIGN GERMAN RESTUARANT,"NO. 157, NAWALA ROAD, NUGEGODA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Restaurants,BEACH WADIYA,"NO. 02, STATION AVENUE, COLOMBO 06",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,BARS CAFE,"NO. 24, DEAL PLACE, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,MINISTRY OF CRAB,"SHOP 4, OLD DUTCH HOSPITAL BUILDING BANK OF CEYLON MAWATHA, COLOMBO FORT",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,NIPPON RESTAURANT,"NO.32,SRI MOHOMED MACAN MARKAR MAWATHA ,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,GRAND MONARCH,"NO 527/7,BORELLA ROAD,THALAWATHUGODA",A,Colombo,Maharagama,Maharagama Divisional Secretariat
Restaurants,JO - JOS PLACE,"NO. 43/6 A , DE ALWIS AVENUE , MOUNT LAVINIA",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,RONS RESTAURANT & BAR,"NO. 160 , MAKOLA ROAD , KIRIBATHGODA",B,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat
Restaurants,THE NEW PAN RESTAURANT,"NO. 218/4 , NEGOMBO ROAD , WATTALA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat
Restaurants,TSING TAO,"MS -5 FIRST FLOOR,RACE COURSE,REID AVENUE,COLOMBO 7",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,JACK TREE RESTAURANT,"NO:200,PARK ROAD,COLOMBO 5",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,MALLIKA TRADING COMPLEX,"KANDY ROAD,KENGALLA.",B,Kandy,Kundasle,Kundasale Divisional Secretariat
Restaurants,PUBS AND PLACES (HIKKA CAFE),"NO 317,GALLE ROAD,HIKKADUWA",B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat
Restaurants,NEW BLUE LAGOON RESTURANT,"NO 63/33,RANTHAMBILIGAHAWATTA,MORAGALLA,ALUTHGAMA",B,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat
Restaurants,VIENNA KAROKE BAR AND RESTAURANT,"6A,6AY,ALFRED HOUSE ROAD,COLOMBO 3",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,TAMARIND TREE,"NO:5,BASELINE ROAD,AVARIWATTA,KATUNAYAKA",B,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat
Restaurants,TAPHOUSE BY R N R,"DUTCH HOSPITAL BUILDNE,COLOMBO 01",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,E.A.P.RESTAURANT,"NO:20,DR.N.M.PERERA MAWATHA,COLOMBO 08",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,GAWRAWA NETHWAN,"NO:89/1,HIGHLEVEL ROAD,KOTTAWA,PANNIPITIYA",A,Colombo,Maharagama,Maharagama Divisional Secretariat
Restaurants,SEASONS,"250/215,LIBERTY PLAZA,2ND FLOOR,R.A DE MEL MAWATHA,COLOMBO 3",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SUN FLOWERS RESTAURANT,"BEACH SIDE,OFF POLICE BUNGLOW ROAD,MORAGALLA,BERUWALA",B,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat
Restaurants,TROPICAL VILLAGE RESORT,"PALWEHERA,DAMBULLA",B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
Restaurants,MACHAN (PANNIPITIYA),"179/5,HIGH LEVEL ROAD,PANNIPITIYA",A,Colombo,Maharagama,Maharagama Divisional Secretariat
Restaurants,LUFORTUNE,"108/1,SIRIBOPURA,HAMBANTOTA",B,Hambantota,Hambantota,Hambantota Divisional Secretariat
Restaurants,KINNAREE RESTAURANTS,"62A, 1ST FLOOR, CHATHAM STREET, COLOMBO 1.",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,LA FIESTA RESTURANT AND BAR,"62/4 CHATHAM STREET FORT,COLOMBO 1",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,MANJE RESTURANT,"NO 622,ANURADHAPURA ROAD,DAMBULLA",B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
Restaurants,JETTERS,"NO 103E/4,NEW KANDY ROAD,KOTALAWALA,KADUWELA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,JAMBO RESTAURANT,"NATIONAL ZOOLOGICAL GARDEN ,DEHIWALA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Restaurants,C LOUNGE,"16/2,SCHOFIELD PLACE,COLOMBO",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,T LOUNGE BY DILMAH,"62/2,CHATHAM STREET,COLOMBO 1",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SHANGHAI RESTAURANT,"NO: 209,HORANA ROAR,PILIYANDALA",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,PRASANGIKA RESTURANT,"NO 139,KURUSA HANDIYA,PUGODA",B,Gampaha,Gampaha,kiridiwela
Restaurants,CHANNA RESTURANT,"B 7 ,KANDY ROAD,MEEPITIYA,KEGALLE",A,Kegalle,Kegalle,Kegalle Divisional Secretariat
Restaurants,THE BOULEVARD,"NO 33,QUEENS ROAD,COLOMBO 03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,LONG TENG CHINESE RESTURANT,"NO 347,KANDY ROAD,AMBEPUSSA,WARAKAPOLA",A,Kegalle,WARAKAPOLA,Warakapola Divisional Secretariat
Restaurants,MACHAN (DAMBULLA),"NO 34,MIRISGONIYA,TRINCO ROAD,DAMBULLA",A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
